id,category,review,notes,date,rating,customer_region
1705,Books,"Exceptional pacing and layered mystery kept me hooked","Consistent praise pattern",2024-09-01,5,NA
1706,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-09-02,2,EU
1707,Home,"Assembly intuitive; materials feel premium and dense","Consistent praise pattern",2024-09-03,5,APAC
1708,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-09-04,1,NA
1709,Grocery,"Cold brew smooth; balanced acidity and chocolate finish; but Packaging crushed; contents stale and flavorless","Mixed experience",2024-09-05,3,EU
1710,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-09-06,2,APAC
1711,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-09-07,5,NA
1712,Pets,"Fabric seam frayed and stuffing escaped rapidly","Consistent complaint pattern",2024-09-08,2,EU
1713,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-09-09,2,APAC
1714,Electronics,"Battery life outstanding; display vibrant under sunlight; but Magnets detached within minutes of first use","Mixed experience",2024-09-10,3,NA
1715,Home,"Warped panel and misaligned pre-drilled holes","Consistent complaint pattern",2024-09-11,2,EU
1716,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-09-12,2,APAC
1717,Grocery,"Packaging crushed; contents stale and flavorless","Consistent complaint pattern",2024-09-13,1,NA
1718,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-09-14,2,EU
1719,Tools,"Handle cracked under light rotational stress","Consistent complaint pattern",2024-09-15,2,APAC
1720,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-09-16,5,NA
1721,Books,"Exceptional pacing and layered mystery kept me hooked; but Predictable plot with shallow character arcs","Mixed experience",2024-09-17,3,EU
1722,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-09-18,2,APAC
1723,Home,"Assembly intuitive; materials feel premium and dense","Consistent praise pattern",2024-09-19,5,NA
1724,Toys,"STEM kit engaged kids collaboratively for hours; but Overheats rapidly during moderate video rendering","Mixed experience",2024-09-20,3,EU
1725,Grocery,"Packaging crushed; contents stale and flavorless","Consistent complaint pattern",2024-09-21,2,APAC
1726,Clothing,"Breathable fabric with consistent color retention","Consistent praise pattern",2024-09-22,5,NA
1727,Tools,"High torque with balanced vibration control; but Warped panel and misaligned pre-drilled holes","Mixed experience",2024-09-23,3,EU
1728,Pets,"Fabric seam frayed and stuffing escaped rapidly","Consistent complaint pattern",2024-09-24,2,APAC
1729,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-09-25,1,NA
1730,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-09-26,2,EU
1731,Home,"Warped panel and misaligned pre-drilled holes","Consistent complaint pattern",2024-09-27,2,APAC
1732,Toys,"STEM kit engaged kids collaboratively for hours; but Overheats rapidly during moderate video rendering","Mixed experience",2024-09-28,3,NA
1733,Grocery,"Cold brew smooth; balanced acidity and chocolate finish","Consistent praise pattern",2024-09-29,5,EU
1734,Clothing,"Breathable fabric with consistent color retention","Consistent praise pattern",2024-09-30,5,APAC
1735,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-10-01,5,NA
1736,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-10-02,5,EU
1737,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-10-03,2,APAC
1738,Electronics,"Battery life outstanding; display vibrant under sunlight","Consistent praise pattern",2024-10-04,5,NA
1739,Home,"Assembly intuitive; materials feel premium and dense; but Handle cracked under light rotational stress","Mixed experience",2024-10-05,3,EU
1740,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-10-06,5,APAC
1741,Grocery,"Cold brew smooth; balanced acidity and chocolate finish","Consistent praise pattern",2024-10-07,5,NA
1742,Clothing,"Breathable fabric with consistent color retention; but Fabric seam frayed and stuffing escaped rapidly","Mixed experience",2024-10-08,3,EU
1743,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-10-09,5,APAC
1744,Pets,"Dogs consistently engage; durable exterior after weeks; but Color blotched and faded after single wash","Mixed experience",2024-10-10,3,NA
1745,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-10-11,2,EU
1746,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-10-12,2,APAC
1747,Home,"Assembly intuitive; materials feel premium and dense; but Handle cracked under light rotational stress","Mixed experience",2024-10-13,3,NA
1748,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-10-14,5,EU
1749,Grocery,"Packaging crushed; contents stale and flavorless","Consistent complaint pattern",2024-10-15,2,APAC
1750,Clothing,"Breathable fabric with consistent color retention","Consistent praise pattern",2024-10-16,5,NA
1751,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-10-17,5,EU
1752,Pets,"Dogs consistently engage; durable exterior after weeks; but Color blotched and faded after single wash","Mixed experience",2024-10-18,3,APAC
1753,Books,"Exceptional pacing and layered mystery kept me hooked; but Predictable plot with shallow character arcs","Mixed experience",2024-10-19,3,NA
1754,Electronics,"Battery life outstanding; display vibrant under sunlight; but Magnets detached within minutes of first use","Mixed experience",2024-10-20,3,EU
1755,Home,"Warped panel and misaligned pre-drilled holes","Consistent complaint pattern",2024-10-21,2,APAC
1756,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-10-22,1,NA
1757,Grocery,"Cold brew smooth; balanced acidity and chocolate finish","Consistent praise pattern",2024-10-23,5,EU
1758,Clothing,"Breathable fabric with consistent color retention","Consistent praise pattern",2024-10-24,5,APAC
1759,Tools,"Handle cracked under light rotational stress","Consistent complaint pattern",2024-10-25,1,NA
1760,Pets,"Fabric seam frayed and stuffing escaped rapidly","Consistent complaint pattern",2024-10-26,2,EU
1761,Books,"Exceptional pacing and layered mystery kept me hooked; but Predictable plot with shallow character arcs","Mixed experience",2024-10-27,3,APAC
1762,Electronics,"Battery life outstanding; display vibrant under sunlight","Consistent praise pattern",2024-10-28,5,NA
1763,Home,"Assembly intuitive; materials feel premium and dense; but Handle cracked under light rotational stress","Mixed experience",2024-10-29,3,EU
1764,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-10-30,5,APAC
1765,Grocery,"Packaging crushed; contents stale and flavorless","Consistent complaint pattern",2024-10-31,1,NA
1766,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-11-01,2,EU
1767,Tools,"High torque with balanced vibration control; but Warped panel and misaligned pre-drilled holes","Mixed experience",2024-11-02,3,APAC
1768,Pets,"Dogs consistently engage; durable exterior after weeks; but Color blotched and faded after single wash","Mixed experience",2024-11-03,3,NA
1769,Books,"Exceptional pacing and layered mystery kept me hooked","Consistent praise pattern",2024-11-04,5,EU
1770,Electronics,"Battery life outstanding; display vibrant under sunlight; but Magnets detached within minutes of first use","Mixed experience",2024-11-05,3,APAC
1771,Home,"Parrot mimics startup chime with uncanny accuracy � unique-1770","Outlier narrative",2024-11-06,4,NA
1772,Toys,"STEM kit engaged kids collaboratively for hours","Consistent praise pattern",2024-11-07,5,EU
1773,Grocery,"Cold brew smooth; balanced acidity and chocolate finish; but Packaging crushed; contents stale and flavorless","Mixed experience",2024-11-08,3,APAC
1774,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-11-09,1,NA
1775,Tools,"Handle cracked under light rotational stress","Consistent complaint pattern",2024-11-10,2,EU
1776,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-11-11,5,APAC
1777,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-11-12,1,NA
1778,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-11-13,2,EU
1779,Home,"Warped panel and misaligned pre-drilled holes","Consistent complaint pattern",2024-11-14,2,APAC
1780,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-11-15,1,NA
1781,Grocery,"Cold brew smooth; balanced acidity and chocolate finish; but Packaging crushed; contents stale and flavorless","Mixed experience",2024-11-16,3,EU
1782,Clothing,"Color blotched and faded after single wash","Consistent complaint pattern",2024-11-17,2,APAC
1783,Tools,"High torque with balanced vibration control; but Warped panel and misaligned pre-drilled holes","Mixed experience",2024-11-18,3,NA
1784,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-11-19,5,EU
1785,Books,"Predictable plot with shallow character arcs","Consistent complaint pattern",2024-11-20,2,APAC
1786,Electronics,"Overheats rapidly during moderate video rendering","Consistent complaint pattern",2024-11-21,1,NA
1787,Home,"Assembly intuitive; materials feel premium and dense","Consistent praise pattern",2024-11-22,5,EU
1788,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-11-23,2,APAC
1789,Grocery,"Packaging crushed; contents stale and flavorless","Consistent complaint pattern",2024-11-24,1,NA
1790,Clothing,"Breathable fabric with consistent color retention","Consistent praise pattern",2024-11-25,5,EU
1791,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-11-26,5,APAC
1792,Pets,"Dogs consistently engage; durable exterior after weeks; but Color blotched and faded after single wash","Mixed experience",2024-11-27,3,NA
1793,Books,"Exceptional pacing and layered mystery kept me hooked","Consistent praise pattern",2024-11-28,5,EU
1794,Electronics,"Battery life outstanding; display vibrant under sunlight; but Magnets detached within minutes of first use","Mixed experience",2024-11-29,3,APAC
1795,Home,"Warped panel and misaligned pre-drilled holes","Consistent complaint pattern",2024-11-30,1,NA
1796,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-12-01,2,EU
1797,Grocery,"Cold brew smooth; balanced acidity and chocolate finish; but Packaging crushed; contents stale and flavorless","Mixed experience",2024-12-02,3,APAC
1798,Clothing,"Breathable fabric with consistent color retention","Consistent praise pattern",2024-12-03,5,NA
1799,Tools,"High torque with balanced vibration control","Consistent praise pattern",2024-12-04,5,EU
1800,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-12-05,5,APAC
1801,Books,"Exceptional pacing and layered mystery kept me hooked","Consistent praise pattern",2024-12-06,5,NA
1802,Electronics,"Battery life outstanding; display vibrant under sunlight; but Magnets detached within minutes of first use","Mixed experience",2024-12-07,3,EU
1803,Home,"Assembly intuitive; materials feel premium and dense; but Handle cracked under light rotational stress","Mixed experience",2024-12-08,3,APAC
1804,Toys,"STEM kit engaged kids collaboratively for hours; but Overheats rapidly during moderate video rendering","Mixed experience",2024-12-09,3,NA
1805,Grocery,"Cold brew smooth; balanced acidity and chocolate finish; but Packaging crushed; contents stale and flavorless","Mixed experience",2024-12-10,3,EU
1806,Clothing,"Breathable fabric with consistent color retention; but Fabric seam frayed and stuffing escaped rapidly","Mixed experience",2024-12-11,3,APAC
1807,Tools,"High torque with balanced vibration control; but Warped panel and misaligned pre-drilled holes","Mixed experience",2024-12-12,3,NA
1808,Pets,"Dogs consistently engage; durable exterior after weeks","Consistent praise pattern",2024-12-13,5,EU
1809,Books,"Exceptional pacing and layered mystery kept me hooked; but Predictable plot with shallow character arcs","Mixed experience",2024-12-14,3,APAC
1810,Electronics,"Battery life outstanding; display vibrant under sunlight; but Magnets detached within minutes of first use","Mixed experience",2024-12-15,3,NA
1811,Home,"Sauce tastes like smoked cinnamon lightning � unique-1810","Outlier narrative",2024-12-16,4,EU
1812,Toys,"Magnets detached within minutes of first use","Consistent complaint pattern",2024-12-17,2,APAC
